id,translated_arabian,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
44,دوفال، الذي هو متزوج مع طفلين بالغين، لم يترك انطباعا كبيرا على ميلر، الذي كانت القصة مرتبطة به.,لم يترك دوفال، المتزوج وله ولدان بالغان، انطباعًا مؤثرًا في ميلر التي كانت محور القصة.,دوفال، الذي متزوج ولديه طفلان بالغان، لم يترك انطباعاً كبيراً على ميلر، الذي قُصّت عليه القصة.,0.8155419826507568,0.8374423384666443,0.8263470530509949,0.9136711359024048,0.896999716758728,0.9052586555480957
45,"عندما طلب مني التعليق، قال ميلر، ""مايك يتحدث كثيراً أثناء جلسة الاستماع... كنت أستعد لذلك لم أكن حقاً أسمع ما كان يقوله.""","قال ميلر عندما طلب منه إبداء رأيه،: ""يتحدث مايك كثيرًا أثناء جلسة الاستماع... كنت أستعد، ولذا لم أسمع حقًا ما كان يقوله"".","عندما سُئل عن تعليق، قال ميلر: ""مايك يتحدث كثيرًا أثناء الجلسة... كنت أستعد، لذلك لم أكن أستمع حقًا لما كان يقوله.""",0.9044200778007507,0.9009422063827515,0.9026778340339661,0.9139789342880249,0.9221783876419067,0.9180603623390198
46,"""سوف نسعى جاهدين إلى خفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلي الإجمالي بهامش ملحوظ بحلول عام 2020 من مستوى عام 2005""، قال هو.","صرح هو قائلاً، "" سوف نسعى جاهدين لخفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلى الإجمالي بهامش ملحوظ بحلول عام 2020 عما كان عليه مستوى عام 2005 "".","قال هو: ""سنسعى جاهدين لخفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلي الإجمالي بفارق ملحوظ بحلول عام 2020 مقارنة بمستوى عام 2005.""",0.9269320964813232,0.8918414115905762,0.9090482592582703,0.9020079374313354,0.8900326490402222,0.8959802985191345
47,ولم يحدد رقماً للتخفيضات، قائلاً إنها ستُجرى استناداً إلى الناتج الاقتصادي للصين.,لم يحدد رقمًا للتخفيضات، قائلًا إنها ستعتمد على الناتج الاقتصادي للصين.,لم يحدد رقماً للخفض، قائلاً إنها ستُجرى بناءً على الناتج الاقتصادي للصين.,0.9234315156936646,0.9632564783096313,0.9429236650466919,0.9244809150695801,0.9527918696403503,0.9384229183197021
48,هو يشجع الدول النامية على تجنب الطريق القديم للتلويث أولاً والتنظيف لاحقاً,"هو حث البلاد النامية ""على تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً""","حث هُو الدول النامية ""على تجنب المسار القديم المتمثل في التلوث أولاً ثم التنظيف لاحقاً.""",0.8234319090843201,0.8125659823417664,0.8179628849029541,0.8376603126525879,0.7946755290031433,0.8156018853187561
49,"وأضاف أنه ""لا ينبغي أن يُطلب منها، مع ذلك، أن تأخذ على عاتقها التزامات تتجاوز مرحلة نموها ومسؤوليتها وقدراتها"".","وأضاف أنه ""مع ذلك، لا ينبغي أن يُجبروا على تحمل التزامات تتجاوز مرحلة نموهم، ومسؤوليتهم وقدراتهم.""","وأضاف أن ""يجب ألا يُطلب منهم، مع ذلك، تحمل التزامات تتجاوز مرحلة تطورهم ومسؤولياتهم وقدراتهم.""",0.8909457325935364,0.9062623381614685,0.8985387682914734,0.8699461817741394,0.9035887718200684,0.8864483833312988
50,وقدم فريق دراسة العراق تقريره في الساعة 00/12 بتوقيت غرينتش اليوم.,قدمت مجموعة دراسة العراق تقريرها في الساعة ١٢:٠٠ بتوقيت جرينتش اليوم.,قدمت مجموعة دراسة العراق تقريرها اليوم الساعة 12:00 بتوقيت غرينتش.,0.9186145067214966,0.8985999822616577,0.9084970355033875,0.9049559831619263,0.917037308216095,0.9109565615653992
51,وهي تحذر من أنه لا يمكن لأحد أن يضمن أن أي مسار للعمل في العراق في هذه المرحلة سوف يوقف الحرب الطائفية، أو العنف المتزايد، أو الانزلاق نحو الفوضى.,يحذر من أنه لا أحد يمكنه ضمان أن أي مسار عمل في هذه اللحظة في العراق سيؤدي إلى وقف الحرب الطائفية أو العنف المتزايد أو الانحدار نحو الفوضى.,يُحذر من أنه لا يمكن لأحد أن يضمن أن أي إجراء يتخذ في العراق في هذه المرحلة سيوقف الحرب الطائفية أو تزايد العنف أو الانزلاق نحو الفوضى.,0.8927097916603088,0.9021113514900208,0.8973859548568726,0.9153621196746826,0.9173624515533447,0.9163611531257629
52,ويفتح التقرير بمناشدة من أجل إجراء مناقشة مفتوحة والتوصل إلى توافق في الآراء في الولايات المتحدة بشأن السياسة تجاه الشرق الأوسط.,كما يبدأ هذا التقرير بدعوة لإجراء نقاش مفتوح، وتشكيل اتفاق جماعي في الرأي في الولايات المتحدة بشأن السياسة تجاه الشرق الأوسط.,يفتتح التقرير بنداء للحوار المفتوح وتشكيل إجماع في الولايات المتحدة حول السياسة تجاه الشرق الأوسط.,0.8402901887893677,0.8495587706565857,0.84489905834198,0.8127524852752686,0.8341649770736694,0.8233194947242737
53,والتقرير شديد الانتقاد لكل جانب تقريبا من جوانب السياسة الحالية للسلطة التنفيذية تجاه العراق، وهو يحث على تغيير الاتجاه فورا.,ينتقد التقرير بشدة كل جوانب السياسة الحالية تقريباً للسلطة التنفيذية تجاه العراق، كما يحثّ على تغيير فوري في الاتجاه.,التقرير ينتقد بشدة تقريبًا كل جانب من جوانب السياسة الحالية للسلطة التنفيذية تجاه العراق ويدعو إلى تغيير فوري في الاتجاه.,0.876433789730072,0.8724011778831482,0.8744128346443176,0.8807177543640137,0.8766915202140808,0.8787000179290771
54,أولا، من بين توصياته الـ 78 أنه ينبغي اتخاذ مبادرة دبلوماسية جديدة قبل نهاية هذا العام لتأمين حدود العراق ضد التدخلات العدائية ولإعادة إقامة العلاقات الدبلوماسية مع جيرانه.,أول ما تم ذكره بين ال78 توصية الخاصة بها هو أنه يجب اتخاذ مبادرة دبلوماسية قبل نهاية هذا العام لتأمين حدود العراق ضد التدخلات العدوانية ولإعادة تأسيس العلاقات الدبلوماسية مع جيرانها.,الأولى من بين توصياتها الـ 78 هي أنه يجب اتخاذ مبادرة دبلوماسية جديدة قبل نهاية هذا العام لتأمين حدود العراق ضد التدخلات العدائية وإعادة Establishing العلاقات الدبلوماسية مع جيرانه.,0.9056581258773804,0.9044440984725952,0.9050506949424744,0.9410626888275146,0.9495347738265991,0.9452797174453735
55,أعلنت عضوة مجلس الشيوخ الحالية والسيدة الأرجنتينية الأولى كريستينا فرنانديز دي كيرشنر ترشيحها الرئاسي مساء أمس في لابلاتا، وهي مدينة تبعد 50 كيلومترا (31 ميلا) عن بوينس آيرس.,لقد أعلنت كريستينا فرنانديز دي كيرشنر عضوة مجلس الشيوخ الحالية وسيدة الأرجنتين الأولى ترشحها للرئاسة الأمس مساءً في لابلاتا، وهي مدينة تبعد 50 كيلومتراً (أو 31 ميلاً) عن بوينس آيرس,أعلنت السيناتور الحالية والسيدة الأولى الأرجنتينية كريستينا فرنانديز دي كيرشنر عن ترشحها للرئاسة مساء أمس في لابلاتا، وهي مدينة تبعد 50 كيلومتراً (31 ميلاً) عن بوينس آيرس.,0.9174866676330566,0.9129235744476318,0.9151994585990906,0.9349641799926758,0.9446070194244385,0.9397608637809753
56,وأعلنت السيدة كيرشنر عزمها على الترشح للرئاسة في المسرح الأرجنتيني، وهو نفس المكان الذي استخدمته لبدء حملتها لعام 2005 لمجلس الشيوخ كعضو في وفد مقاطعة بوينس آيرس.,أعلنت السيدة كيرشنر عزمها الترشح للرئاسة في المسرح الأرجنتيني، وهو نفس الموقع الذي استخدمته لبدأ حملتها الانتخابية عام ٢٠٠٥ لمجلس الشيوخ بصفتها عضواً في وفد مقاطعة بوينس آيرس.,أعلنت السيدة كيرشنر عن نيتها الترشح للرئاسة في مسرح الأرجنتين، وهو نفس المكان الذي استخدمته لبدء حملتها الانتخابية في عام 2005 لعضوية مجلس الشيوخ كعضو في Delegación مقاطعة بوينس آيرس.,0.9212161302566528,0.8928766250610352,0.9068250060081482,0.9165282249450684,0.9015073776245117,0.9089556932449341
